"","Date","Region","Speed","Height"
"140",2004-03-10,2,8.16666666666667,NA
"141",2004-03-11,1,2.56515150635052,NA
"142",2004-03-11,2,6.08333333333333,NA
"143",2004-03-12,1,2.756168841848,NA
"144",2004-03-12,2,2.95652173913043,NA
"145",2004-03-13,1,3.40769928888134,NA
"146",2004-03-13,2,3.95833333333333,NA
"147",2004-03-14,1,3.19791667512618,NA
"148",2004-03-14,2,4.91666666666667,NA
"149",2004-03-15,1,2.45542929441941,NA
"150",2004-03-15,2,3.70833333333333,NA
"151",2004-03-16,1,2.83247549590819,NA
"152",2004-03-16,2,3.8695652173913,NA
"153",2004-03-17,1,4.47296194931951,NA
"154",2004-03-17,2,4.125,NA
"155",2004-03-18,1,2.61795341585051,NA
"156",2004-03-18,2,4.04166666666667,NA
"157",2004-03-19,1,2.45262896732265,NA
"158",2004-03-19,2,2.83333333333333,NA
"159",2004-03-20,1,2.83656798493967,NA
"160",2004-03-20,2,4.70833333333333,NA
"161",2004-03-21,1,3.86240531296441,NA
"162",2004-03-21,2,3.875,NA
"163",2004-03-22,1,4.98020831681788,NA
"164",2004-03-22,2,6.83333333333333,NA
"165",2004-03-23,1,4.72961309498974,NA
"166",2004-03-23,2,1.66666666666667,NA
"167",2004-03-24,1,5.44096144140692,NA
"168",2004-03-24,2,2.29166666666667,NA
"169",2004-03-25,1,4.67465275691615,NA
"170",2004-03-25,2,1.33333333333333,NA
"171",2004-03-26,1,4.47008927627688,NA
"172",2004-03-26,2,1.66666666666667,NA
"173",2004-03-27,1,3.81625906070289,NA
"174",2004-03-27,2,2.66666666666667,NA
"175",2004-03-28,1,3.05625000052775,NA
"176",2004-03-28,2,1.91666666666667,NA
"177",2004-03-29,1,2.76378203768474,NA
"178",2004-03-29,2,0.916666666666667,NA
"179",2004-03-30,1,3.20917397176531,NA
"180",2004-03-30,2,0.708333333333333,NA
"181",2004-03-31,1,4.79128289228436,NA
"182",2004-03-31,2,0.91304347826087,NA
"183",2004-04-01,1,6.40412138078524,NA
"184",2004-04-01,2,4.41666666666667,NA
"185",2004-04-02,1,5.10978260509454,NA
"186",2004-04-02,2,4.83333333333333,NA
"187",2004-04-03,1,5.3190217498096,NA
"188",2004-04-03,2,6.34782608695652,NA
"189",2004-04-04,1,6.69275363361922,NA
"190",2004-04-04,2,5.43478260869565,NA
"191",2004-04-05,1,4.6155344363086,NA
"192",2004-04-05,2,5.75,NA
"193",2004-04-06,1,3.22086988440688,NA
"194",2004-04-06,2,2.625,NA
"195",2004-04-07,1,3.75496793518273,NA
"196",2004-04-07,2,0.458333333333333,NA
"197",2004-04-08,1,5.74098733672197,NA
"198",2004-04-08,2,1.20833333333333,NA
"199",2004-04-09,1,3.70833334606141,NA
"200",2004-04-09,2,0.541666666666667,NA
"201",2004-04-10,1,3.09166666710128,NA
"202",2004-04-10,2,0.833333333333333,NA
"203",2004-04-11,1,3.38686868402815,NA
"204",2004-04-11,2,0.541666666666667,NA
"205",2004-04-12,1,5.03333332339923,NA
"206",2004-04-12,2,2.73913043478261,NA
"207",2004-04-13,1,8.99375001589457,NA
"208",2004-04-13,2,3.25,NA
"209",2004-04-14,1,9.49461047049018,NA
"210",2004-04-14,2,5,NA
"211",2004-04-15,1,4.30165441058503,NA
"212",2004-04-15,2,1.625,NA
"213",2004-04-16,1,2.95453430354303,NA
"214",2004-04-16,2,2.04166666666667,NA
"215",2004-04-17,1,3.14742323592828,NA
"216",2004-04-17,2,1.75,NA
"217",2004-04-18,1,2.87166490565975,NA
"218",2004-04-18,2,2.04166666666667,NA
"219",2004-04-19,1,3.11343025573514,NA
"220",2004-04-19,2,1.58333333333333,NA
"221",2004-04-20,1,2.78805146338601,NA
"222",2004-04-20,2,1.20833333333333,NA
"223",2004-04-21,1,3.39089913832906,NA
"224",2004-04-21,2,1.20833333333333,NA
"225",2004-04-22,1,3.52033730779612,NA
"226",2004-04-22,2,1,NA
"227",2004-04-23,1,2.8298611148364,NA
"228",2004-04-23,2,0.869565217391304,NA
"229",2004-04-24,1,2.70165440816359,NA
"230",2004-04-24,2,0.791666666666667,NA
"231",2004-04-25,1,3.28118765370424,NA
"232",2004-04-25,2,0.833333333333333,NA
"233",2004-04-26,1,4.43032212792022,NA
"234",2004-04-26,2,1.29166666666667,NA
"235",2004-04-27,1,4.55000001316269,NA
"236",2004-04-27,2,0.583333333333333,NA
"237",2004-04-28,1,4.06309523859194,NA
"238",2004-04-28,2,1.375,NA
"239",2004-04-29,1,4.6406250230968,NA
"240",2004-04-29,2,1.33333333333333,NA
"241",2004-04-30,1,3.87364131645502,NA
"242",2004-04-30,2,1.70833333333333,NA
"243",2004-05-01,1,3.64705375768955,NA
"244",2004-05-01,2,1.75,NA
"245",2004-05-02,1,5.08419384040694,NA
"246",2004-05-02,2,0.458333333333333,NA
"247",2004-05-03,1,4.1254734773979,NA
"248",2004-05-03,2,1.125,NA
"249",2004-05-04,1,4.44122024182053,NA
"250",2004-05-04,2,2,NA
"251",2004-05-05,1,2.75243519997243,NA
"252",2004-05-05,2,2.95833333333333,NA
"253",2004-05-06,1,2.64166665270493,NA
"254",2004-05-06,2,3.42857142857143,NA
"255",2004-05-07,1,3.25848214124285,NA
"256",2004-05-07,2,2.59090909090909,NA
"257",2004-05-08,1,3.41547620003777,NA
"258",2004-05-08,2,NA,NA
"259",2004-05-09,1,3.30582107855555,NA
"260",2004-05-09,2,NA,NA
"261",2004-05-10,1,3.25344203511874,NA
"262",2004-05-10,2,NA,NA
"263",2004-05-11,1,2.74880952529964,NA
"264",2004-05-11,2,NA,NA
"265",2004-05-12,1,4.00203633712684,NA
"266",2004-05-12,2,NA,NA
"267",2004-05-13,1,4.08817935055797,NA
"268",2004-05-13,2,NA,NA
"269",2004-05-14,1,4.12142210272208,NA
"270",2004-05-14,2,NA,NA
"271",2004-05-15,1,3.90852271920126,NA
"272",2004-05-15,2,NA,NA
"273",2004-05-16,1,3.43147646156882,NA
"274",2004-05-16,2,NA,NA
"275",2004-05-17,1,3.47505719683536,NA
"276",2004-05-17,2,NA,NA
"277",2004-05-18,1,3.44048913465678,NA
"278",2004-05-18,2,NA,NA
"279",2004-05-19,1,2.98483495635295,NA
"280",2004-05-19,2,NA,NA
"281",2004-05-20,1,2.52916666443149,NA
"282",2004-05-20,2,NA,NA
"283",2004-05-21,1,3.09002193553667,NA
"284",2004-05-21,2,NA,NA
"285",2004-05-22,1,3.14895832166076,NA
"286",2004-05-22,2,NA,NA
"287",2004-05-23,1,2.65034721455433,NA
"288",2004-05-23,2,NA,NA
"289",2004-05-24,1,3.05520832329057,NA
"290",2004-05-24,2,NA,NA
"291",2004-05-25,1,3.79711539417696,NA
"292",2004-05-25,2,NA,NA
"293",2004-05-26,1,4.12812088355324,NA
"294",2004-05-26,2,NA,NA
"295",2004-05-27,1,4.85049820032673,NA
"296",2004-05-27,2,NA,NA
"297",2004-05-28,1,6.08808162851042,NA
"298",2004-05-28,2,NA,NA
"299",2004-05-29,1,4.65265151962186,NA
"300",2004-05-29,2,NA,NA
"301",2004-05-30,1,4.75221918998421,NA
"302",2004-05-30,2,NA,NA
"303",2004-05-31,1,6.23398681117634,NA
"304",2004-05-31,2,NA,NA
"305",2004-06-01,1,4.92330900453902,NA
"306",2004-06-01,2,NA,NA
"307",2004-06-02,1,4.25071487378244,NA
"308",2004-06-02,2,NA,NA
"309",2004-06-03,1,3.44198717639829,NA
"310",2004-06-03,2,NA,NA
"311",2004-06-04,1,4.02838380774001,NA
"312",2004-06-04,2,NA,NA
"313",2004-06-05,1,3.86241027863735,NA
"314",2004-06-05,2,NA,NA
"315",2004-06-06,1,3.75104167833924,NA
"316",2004-06-06,2,NA,NA
"317",2004-06-07,1,2.84479165120671,NA
"318",2004-06-07,2,NA,NA
"319",2004-06-08,1,2.31989086919745,NA
"320",2004-06-08,2,NA,NA
"321",2004-06-09,1,2.50814950583028,NA
"322",2004-06-09,2,NA,NA
"323",2004-06-10,1,2.68124999391536,NA
"324",2004-06-10,2,NA,NA
"325",2004-06-11,1,3.46595178819657,NA
"326",2004-06-11,2,NA,NA
"327",2004-06-12,1,3.80297619246301,NA
"328",2004-06-12,2,NA,NA
"329",2004-06-13,1,3.38321079257145,NA
"330",2004-06-13,2,NA,NA
"331",2004-06-14,1,3.50818452082929,NA
"332",2004-06-14,2,NA,NA
"333",2004-06-15,1,4.174640070127,NA
"334",2004-06-15,2,NA,NA
"335",2004-06-16,1,2.7721467498096,NA
"336",2004-06-16,2,NA,NA
"337",2004-06-17,1,2.65550595221021,NA
"338",2004-06-17,2,NA,NA
"339",2004-06-18,1,2.78481359276594,NA
"340",2004-06-18,2,NA,NA
"341",2004-06-19,1,3.17689394572693,NA
"342",2004-06-19,2,NA,NA
"343",2004-06-20,1,3.50116793649516,NA
"344",2004-06-20,2,NA,NA
"345",2004-06-21,1,2.93919525318018,NA
"346",2004-06-21,2,NA,NA
"347",2004-06-22,1,4.4479166607062,NA
"348",2004-06-22,2,NA,NA
"349",2004-06-23,1,4.12336310032932,NA
"350",2004-06-23,2,NA,NA
"351",2004-06-24,1,3.21256129363296,NA
"352",2004-06-24,2,NA,NA
"353",2004-06-25,1,3.85291404065343,NA
"354",2004-06-25,2,NA,NA
"355",2004-06-26,1,4.25625000024835,NA
"356",2004-06-26,2,NA,NA
"357",2004-06-27,1,2.83472222793433,NA
"358",2004-06-27,2,NA,NA
"359",2004-06-28,1,2.43854167064031,NA
"360",2004-06-28,2,NA,NA
"361",2004-06-29,1,2.64940475681353,NA
"362",2004-06-29,2,NA,NA
"363",2004-06-30,1,2.35335144621415,NA
"364",2004-06-30,2,NA,NA
"365",2004-07-01,1,2.16041665912295,NA
"366",2004-07-01,2,NA,NA
"367",2004-07-02,1,2.07628942161278,NA
"368",2004-07-02,2,NA,NA
"369",2004-07-03,1,2.3145833282421,NA
"370",2004-07-03,2,NA,NA
"371",2004-07-04,1,2.41300504442041,NA
"372",2004-07-04,2,NA,NA
"373",2004-07-05,1,2.86436585143154,NA
"374",2004-07-05,2,NA,NA
"375",2004-07-06,1,3.01872710088752,NA
"376",2004-07-06,2,NA,NA
"377",2004-07-07,1,3.25520834028721,NA
"378",2004-07-07,2,NA,NA
"379",2004-07-08,1,3.98909632581008,NA
"380",2004-07-08,2,NA,NA
"381",2004-07-09,1,2.6266544138757,NA
"382",2004-07-09,2,NA,NA
"383",2004-07-10,1,2.39227941064712,NA
"384",2004-07-10,2,NA,NA
"385",2004-07-11,1,3.44687499205271,NA
"386",2004-07-11,2,NA,NA
"387",2004-07-12,1,3.39305557346799,NA
"388",2004-07-12,2,NA,NA
"389",2004-07-13,1,3.6631628807747,NA
"390",2004-07-13,2,NA,NA
"391",2004-07-14,1,4.02064952122815,NA
"392",2004-07-14,2,NA,NA
"393",2004-07-15,1,5.9953145794914,NA
"394",2004-07-15,2,NA,NA
"395",2004-07-16,1,4.96785714645826,NA
"396",2004-07-16,2,NA,NA
"397",2004-07-17,1,5.07958534415782,NA
"398",2004-07-17,2,NA,NA
"399",2004-07-18,1,6.20595239597772,NA
"400",2004-07-18,2,NA,NA
"401",2004-07-19,1,4.06562499950329,NA
"402",2004-07-19,2,NA,NA
"403",2004-07-20,1,2.26562499405506,NA
"404",2004-07-20,2,NA,NA
"405",2004-07-21,1,2.27631638796775,NA
"406",2004-07-21,2,NA,NA
"407",2004-07-22,1,2.61277411771579,NA
"408",2004-07-22,2,NA,NA
"409",2004-07-23,1,2.87708333631357,NA
"410",2004-07-23,2,NA,NA
"411",2004-07-24,1,3.17747152982353,NA
"412",2004-07-24,2,NA,NA
"413",2004-07-25,1,3.00974263861483,NA
"414",2004-07-25,2,NA,NA
"415",2004-07-26,1,2.50827206074826,NA
"416",2004-07-26,2,NA,NA
"417",2004-07-27,1,2.5565972135454,NA
"418",2004-07-27,2,NA,NA
"419",2004-07-28,1,2.06442550492633,NA
"420",2004-07-28,2,1.54545454545455,NA
"421",2004-07-29,1,2.99092262140697,NA
"422",2004-07-29,2,3.95833333333333,NA
"423",2004-07-30,1,3.66742470017407,NA
"424",2004-07-30,2,5.33333333333333,NA
"425",2004-07-31,1,3.01665552957199,NA
"426",2004-07-31,2,3.83333333333333,NA
"427",2004-08-01,1,2.94258578493461,NA
"428",2004-08-01,2,6.28571428571429,NA
"429",2004-08-02,1,5.01023550525955,NA
"430",2004-08-02,2,7,NA
"431",2004-08-03,1,4.7301177503946,NA
"432",2004-08-03,2,7.16666666666667,NA
"433",2004-08-04,1,3.82921627778856,NA
"434",2004-08-04,2,6.21052631578947,NA
"435",2004-08-05,1,4.7363914750025,NA
"436",2004-08-05,2,7.16666666666667,NA
"437",2004-08-06,1,4.99062500397364,NA
"438",2004-08-06,2,7.04166666666667,NA
"439",2004-08-07,1,6.06381340778392,NA
"440",2004-08-07,2,3.79166666666667,NA
"441",2004-08-08,1,5.55282739585354,NA
"442",2004-08-08,2,3.22727272727273,NA
"443",2004-08-09,1,3.78772645324901,NA
"444",2004-08-09,2,2.39130434782609,NA
"445",2004-08-10,1,3.01493054711156,NA
"446",2004-08-10,2,2.75,NA
"447",2004-08-11,1,3.07027243006115,NA
"448",2004-08-11,2,2.5,NA
"449",2004-08-12,1,4.84611742051713,NA
"450",2004-08-12,2,6.4,NA
"451",2004-08-13,1,3.03049242784354,NA
"452",2004-08-13,2,7.08333333333333,NA
"453",2004-08-14,1,2.97080418810526,NA
"454",2004-08-14,2,5.60869565217391,NA
"455",2004-08-15,1,2.65208332811793,NA
"456",2004-08-15,2,4.83333333333333,NA
"457",2004-08-16,1,2.3395833329608,NA
"458",2004-08-16,2,3.29166666666667,NA
"459",2004-08-17,1,2.29519230688516,NA
"460",2004-08-17,2,3.20833333333333,NA
"461",2004-08-18,1,2.72291666145126,NA
"462",2004-08-18,2,3.22222222222222,NA
"463",2004-08-19,1,2.96031484863065,NA
"464",2004-08-19,2,3.21739130434783,NA
"465",2004-08-20,1,2.68740530355805,NA
"466",2004-08-20,2,1.58333333333333,NA
"467",2004-08-21,1,3.33541667090418,NA
"468",2004-08-21,2,2.54166666666667,NA
"469",2004-08-22,1,2.38125000350798,NA
"470",2004-08-22,2,3.16666666666667,NA
"471",2004-08-23,1,3.14616596602955,NA
"472",2004-08-23,2,2.79166666666667,NA
"473",2004-08-24,1,2.37916666185483,NA
"474",2004-08-24,2,2.65217391304348,NA
"475",2004-08-25,1,2.92482122991442,NA
"476",2004-08-25,2,2.375,NA
"477",2004-08-26,1,3.07663690600367,NA
"478",2004-08-26,2,3.19047619047619,NA
"479",2004-08-27,1,2.40208333445092,NA
"480",2004-08-27,2,2.25,NA
"481",2004-08-28,1,2.30116421702117,NA
"482",2004-08-28,2,2.5,NA
"483",2004-08-29,1,3.30625000844399,NA
"484",2004-08-29,2,3.25,NA
"485",2004-08-30,1,3.51638258348755,NA
"486",2004-08-30,2,2.5,NA
"487",2004-08-31,1,3.22284902634656,NA
"488",2004-08-31,2,2.375,NA
"489",2004-09-01,1,1.98958333271245,NA
"490",2004-09-01,2,3.80952380952381,NA
"491",2004-09-02,1,2.94734492580544,NA
"492",2004-09-02,2,5.5,NA
"493",2004-09-03,1,4.43787878390514,NA
"494",2004-09-03,2,7.54166666666667,NA
"495",2004-09-04,1,5.20067935949866,NA
"496",2004-09-04,2,9.54166666666667,NA
"497",2004-09-05,1,7.48201992589494,NA
"498",2004-09-05,2,16.3333333333333,NA
"499",2004-09-06,1,10.7270833353202,NA
"500",2004-09-06,2,14.0416666666667,NA
"501",2004-09-07,1,9.63229165474574,NA
"502",2004-09-07,2,8.625,NA
"503",2004-09-08,1,4.67083333184322,NA
"504",2004-09-08,2,5.47826086956522,NA
"505",2004-09-09,1,3.16458333198292,NA
"506",2004-09-09,2,3.25,NA
"507",2004-09-10,1,2.64128891301884,NA
"508",2004-09-10,2,4.45833333333333,NA
"509",2004-09-11,1,4.1087121145066,NA
"510",2004-09-11,2,6.27272727272727,NA
"511",2004-09-12,1,4.89963768438801,NA
"512",2004-09-12,2,7.04166666666667,NA
"513",2004-09-13,1,5.0781250273188,NA
"514",2004-09-13,2,7.20833333333333,NA
"515",2004-09-14,1,6.15937499453624,NA
"516",2004-09-14,2,9.66666666666667,NA
"517",2004-09-15,1,8.2456439354203,NA
"518",2004-09-15,2,12.7142857142857,NA
"519",2004-09-16,1,10.1483901296601,NA
"520",2004-09-16,2,NA,NA
"521",2004-09-17,1,7.17735506550989,NA
"522",2004-09-17,2,NA,NA
"523",2004-09-18,1,3.68428030452042,NA
"524",2004-09-18,2,NA,NA
"525",2004-09-19,1,4.49466635288675,NA
"526",2004-09-19,2,NA,NA
"527",2004-09-20,1,6.30101462976112,NA
"528",2004-09-20,2,NA,NA
"529",2004-09-21,1,7.41420457625028,NA
"530",2004-09-21,2,NA,NA
"531",2004-09-22,1,6.62395832687616,NA
"532",2004-09-22,2,NA,NA
"533",2004-09-23,1,4.75193451486883,NA
"534",2004-09-23,2,NA,NA
"535",2004-09-24,1,3.94356059674738,NA
"536",2004-09-24,2,NA,NA
"537",2004-09-25,1,4.88749998261531,NA
"538",2004-09-25,2,NA,NA
"539",2004-09-26,1,7.82130681520159,NA
"540",2004-09-26,2,NA,NA
"541",2004-09-27,1,10.8080162675916,NA
"542",2004-09-27,2,NA,NA
"543",2004-09-28,1,4.07576753218707,NA
"544",2004-09-28,2,NA,NA
"545",2004-09-29,1,3.08033088284965,NA
"546",2004-09-29,2,NA,NA
"547",2004-09-30,1,2.86650884051036,NA
"548",2004-09-30,2,NA,NA
"549",2004-10-01,1,2.12163461314944,NA
"550",2004-10-01,2,NA,NA
"551",2004-10-02,1,2.25690789930032,NA
"552",2004-10-02,2,NA,NA
"553",2004-10-03,1,2.24925595486448,NA
"554",2004-10-03,2,NA,NA
"555",2004-10-04,1,2.30287698002916,NA
"556",2004-10-04,2,NA,NA
"557",2004-10-05,1,3.18878222286628,NA
"558",2004-10-05,2,NA,NA
"559",2004-10-06,1,4.52065217440975,NA
"560",2004-10-06,2,NA,NA
"561",2004-10-07,1,6.14999999354283,NA
"562",2004-10-07,2,9.66666666666667,NA
"563",2004-10-08,1,5.59517046944662,NA
"564",2004-10-08,2,7.43478260869565,NA
"565",2004-10-09,1,4.58868785779814,NA
"566",2004-10-09,2,6,NA
"567",2004-10-10,1,4.57272728588996,NA
"568",2004-10-10,2,6.41666666666667,NA
"569",2004-10-11,1,5.11145830899477,NA
"570",2004-10-11,2,7.625,NA
"571",2004-10-12,1,3.91515151614493,NA
"572",2004-10-12,2,6.29166666666667,NA
"573",2004-10-13,1,5.8614583487312,NA
"574",2004-10-13,2,5.83333333333333,NA
"575",2004-10-14,1,4.56527501940286,NA
"576",2004-10-14,2,4.16666666666667,NA
"577",2004-10-15,1,6.45937501142422,NA
"578",2004-10-15,2,6.91666666666667,NA
"579",2004-10-16,1,3.07878787586973,NA
"580",2004-10-16,2,3.45833333333333,NA
"581",2004-10-17,1,3.23110118401902,NA
"582",2004-10-17,2,2.95833333333333,NA
"583",2004-10-18,1,3.4813492147932,NA
"584",2004-10-18,2,5.60869565217391,NA
"585",2004-10-19,1,3.0888392940341,NA
"586",2004-10-19,2,3.54166666666667,NA
"587",2004-10-20,1,4.30877976376741,NA
"588",2004-10-20,2,3.79166666666667,NA
"589",2004-10-21,1,2.52952898612813,NA
"590",2004-10-21,2,4.70833333333333,NA
"591",2004-10-22,1,3.3637598721097,NA
"592",2004-10-22,2,6.625,NA
"593",2004-10-23,1,4.05074403843,NA
"594",2004-10-23,2,6.73913043478261,NA
"595",2004-10-24,1,3.0646825357089,NA
"596",2004-10-24,2,4.60869565217391,NA
"597",2004-10-25,1,2.52842262382841,NA
"598",2004-10-25,2,2.625,NA
"599",2004-10-26,1,2.45208332082257,NA
"600",2004-10-26,2,5.04347826086957,NA
"601",2004-10-27,1,3.089285718011,NA
"602",2004-10-27,2,6.08333333333333,NA
"603",2004-10-28,1,2.24381127576709,NA
"604",2004-10-28,2,5.60869565217391,NA
"605",2004-10-29,1,2.82912138036952,NA
"606",2004-10-29,2,3.79166666666667,NA
"607",2004-10-30,1,2.60119047122342,NA
"608",2004-10-30,2,3.04166666666667,NA
"609",2004-10-31,1,2.32534722082524,NA
"610",2004-10-31,2,3.60869565217391,NA
"611",2004-11-01,1,3.70912113394627,NA
"612",2004-11-01,2,4.82826087785804,NA
"613",2004-11-02,1,4.35868054214451,NA
"614",2004-11-02,2,4.89320650162256,NA
"615",2004-11-03,1,3.23279874728693,NA
"616",2004-11-03,2,3.24204544045708,NA
"617",2004-11-04,1,5.09546570465261,NA
"618",2004-11-04,2,3.71458335593343,NA
"619",2004-11-05,1,5.48346917806328,NA
"620",2004-11-05,2,7.62708333134651,NA
"621",2004-11-06,1,3.73701296900742,NA
"622",2004-11-06,2,6.39855071470357,NA
"623",2004-11-07,1,2.63782050599081,NA
"624",2004-11-07,2,4.68749999627471,NA
"625",2004-11-08,1,3.06560369317387,NA
"626",2004-11-08,2,4.90217392859252,NA
"627",2004-11-09,1,5.51502113899099,NA
"628",2004-11-09,2,5.81041664878527,NA
"629",2004-11-10,1,6.11770833656192,NA
"630",2004-11-10,2,7.91041668256124,NA
"631",2004-11-11,1,4.98571427714612,NA
"632",2004-11-11,2,5.51249998062849,NA
"633",2004-11-12,1,4.16880721295669,NA
"634",2004-11-12,2,4.87291667113701,NA
"635",2004-11-13,1,3.01089015213603,NA
"636",2004-11-13,2,3.65208332240582,NA
